URL,음식이름,재료
"http://terms.naver.com//entry.nhn?docId=1990946&cid=42785&categoryId=42792
",두릅 베이컨말이," 주재료 : 두릅 300g, 베이컨 8장, 녹말가루 1큰술, 마늘 2쪽, 들기름 2큰술, 소금 약간
 부재료 : 잣가루 4큰술, 겨자 1큰술, 식초 2큰술, 설탕 3큰술, 레몬즙 1큰술, 소금 1작은술
 재료설명 : 잣 소스 (잣가루 4큰술, 겨자 1큰술, 식초 2큰술, 설탕 3큰술, 레몬즙 1큰술, 소금 1작은술)
"
"http://terms.naver.com//entry.nhn?docId=1989410&cid=42785&categoryId=44169
",갈비탕," 주재료 : 쇠갈비 600g, 무 150g
 부재료 : 당면 50g, 대파 1대, 달걀지단(사방 10cm) 1장, 소금(약간), 후춧가루(약간), 깨소금(약간), 마늘(다진 마늘) 1큰술, 진간장 1큰술, 참기름 1작은술, 갈비 국물 ½컵, 고춧가루 3큰술, 진간장 1큰술, 청주 1큰술, 참기름 1큰술, 파(다진 파) 2큰술, 마늘(다진 마늘) 1작은술, 맛술 1작은술, 후춧가루(약간)
 재료설명 : 갈비탕 양념장 (갈비 국물 ½컵, 고춧가루 3큰술, 진간장 1큰술, 청주 1큰술, 참기름 1큰술, 파 2큰술, 마늘 1작은술, 맛술 1작은술, 후춧가루)
"
"http://terms.naver.com//entry.nhn?docId=1990993&cid=42785&categoryId=42792
",버섯 장아찌," 주재료 : 느타리 버섯 2팩
 부재료 : 간장 1컵, 물 2컵, 매실액 1/2컵, 홍고추(말린 것) 2개
 재료설명 : 양념물 (간장 1컵, 물 2컵, 매실액 1/2컵, 홍고추 2개)
"
"http://terms.naver.com//entry.nhn?docId=1988657&cid=42785&categoryId=42787
",감자볶음," 주재료 : 감자 1개(200g), 양파 1/6개(30g) 부재료 : 대파 5cm(10g), 마늘(다진마늘) 1작은술(3g), 간장 1큰술(15ml), 설탕 1/2큰술(5g), 식용유 2큰술(30ml)"
"http://terms.naver.com//entry.nhn?docId=1991339&cid=42785&categoryId=42788
",버섯 크림소스 스파게티," 주재료 : 스파게티 160g, 표고버섯 4개, 새송이 버섯 2개, 느타리 버섯 50g, 베이컨 2장, 생크림 125ml, 우유 1/2컵
 부재료 : 다진 마늘 1작은술, 다진 양파 2큰술, 올리브 오일 2큰술, 소금 약간, 후춧가루 약간
"
"http://terms.naver.com//entry.nhn?docId=1991429&cid=42785&categoryId=42788
",유부초밥," 주재료 : 밥 3공기, 유부 12장, 멸치 육수 1컵, 간장 2큰술, 설탕 2큰술, 당근 1/4개, 피망 1/3개, 우엉 50g, 간장 1큰술, 맛 술 1큰술, 설탕 1/2큰술, 검은깨 1큰술, 식용유 1작은술
 부재료 : 식초(배합 초) 3큰술, 설탕 2큰술, 소금 1/2큰술
 재료설명 : 유부양념 (유부 12장, 멸치 육수 1컵, 간장 2큰술, 설탕 2큰술), 우엉양념 (간장 1큰술, 맛 술 1큰술, 설탕 1/2큰술), 배합 초 (식초 3큰술)
"
"http://terms.naver.com//entry.nhn?docId=1988766&cid=42785&categoryId=42787
",닭칼국수," 주재료 : 닭고기 1마리(600g), 밀가루 3컵(300g)
 부재료 : 들깨(들깻가루) 5큰술(50g), 깨 1큰술(10g), 소금 1작은술(3g), 물 1과 1/2컵(300ml, 반죽용), 물(육수용) 15컵(3L), 마늘 6쪽(30g), 양파 1/2개(100g), 대파 20cm(40g, 국물용), 소금 약간, 후춧가루 약간
"
"http://terms.naver.com//entry.nhn?docId=1988187&cid=42785&categoryId=42795
",양배추쌈," 주재료 : 양배추(손바닥크기) 10장(300g)
 부재료 : 약고추장(쇠고기(다진 쇠고기) 300g, 간장 1큰술(15ml), 매실청 3큰술(45g), 고추장 5큰술(75g), 배즙 1/4컵(50ml), 생강즙 1/2작은술(3ml), 후춧가루(후춧가루 약간), 마늘(다진 마늘) 2큰술(20g), 호두(다진 호두) 3큰술(30g), 참기름 1큰술(15ml), 소금(소금 약간))
 대체재료 : 양배추 → 호박잎 (호박잎은 싱그러운 채소의 향을 갖고 있으며 식이섬유, 칼슘, 칼륨, 비타민 A, 비타민 C가 많이 함유되어 있고 다이어트 피부 미용에 좋다.)
"
"http://terms.naver.com//entry.nhn?docId=1989908&cid=42717&categoryId=42725
",치즈오믈렛," 주재료 : 달걀 3개, 치즈 1장
 부재료 : 식용유 2TS, 생크림 20g, 버터 30g, 소금 2g
"
"http://terms.naver.com//entry.nhn?docId=1991264&cid=42785&categoryId=42788
",돼지고기 보쌈," 주재료 : 돼지고기(목살) 600g, 배추 속 20장, 무 1/3개, 배 1/4개, 새우젓 2큰술, 참기름 1/2작은술, 통깨 1작은술, 소금 적당량, 대파 2대, 마늘 6쪽, 생강 1톨, 통 후추 1작은술, 된장 1큰술, 청주 1/3컵
 부재료 : 고춧가루(무채 양념) 2큰술, 다진 마늘 1큰술, 다진 파 2큰술, 설탕 2큰술, 액 젓 1작은술, 식초 약간, 소금 약간
 재료설명 : 향신 재료 (대파 2대, 마늘 6쪽, 생강 1톨, 통 후추 1작은술, 된장 1큰술, 청주 1/3컵), 무채 양념 (고춧가루 2큰술)
"
"http://terms.naver.com//entry.nhn?docId=1988830&cid=42785&categoryId=42787
",도리뱅뱅이," 주재료 : 민물고기(빙어, 피라미) 170g
 부재료 : 인삼 10g, 대파 5cm(10g), 풋고추 1개(10g), 홍고추 1개(10g), 양념장(고추장 3큰술(45g), 마늘(다진 마늘) 1과 1/2큰술(15g), 생강(다진 생강) 1/2큰술(5g), 설탕 1과 1/2큰술(15g), 물 3큰술(45ml)), 식용유 1컵(200ml)
 대체재료 : 민물고기 → 피라미, 빙어 (여름에는 피라미, 겨울에는 빙어 제철 민물생선으로 대체한다.)
"
"http://terms.naver.com//entry.nhn?docId=1988438&cid=42785&categoryId=42795
",잔멸치볶음," 주재료 : 멸치(잔멸치) 1과 1/5컵(60g), 식용유 1큰술(15ml), 마늘(다진 마늘) 1/2작은술(3g), 대파(다진 대파) 1큰술(10g), 간장 2작은술(10ml), 설탕 1과 1/2큰술(15g), 후춧가루(후춧가루 약간), 참기름 1큰술(15ml), 깨 1작은술(3g) 부재료 : 소주 1큰술(15ml) 대체재료 :(1) 소주 → 청주 (소주 대신 청주를 사용하면 청주 특유의 향이 돌아 맛있다.)(2) 설탕 → 물엿 (설탕 대신 물엿을 사용하여도 좋다.)"
"http://terms.naver.com//entry.nhn?docId=1988189&cid=42785&categoryId=42795
",새우볶음밥," 주재료 : 새우(칵테일새우) 50g, 밥 1공기(200g), 양파 1/10개(20g), 달걀 1개(50g), 식용유 4큰술(60ml), 소금(소금 약간), 굴소스 1/2큰술(5g), 참기름 1작은술(5ml)
 부재료 : 청피망 1/5개(20g), 당근 1/20개(10g), 후춧가루(후춧가루 약간)
 대체재료 : 피망 → 홍피망 (기호에 따라 홍피망으로 대체하여도 좋다.)
"
"http://terms.naver.com//entry.nhn?docId=1991158&cid=42785&categoryId=42788
",버섯덮밥," 주재료 : 밥 4공기, 표고버섯 5장, 느타리버섯 100g, 팽이버섯 1봉지, 양파 1/2개, 대파 1대, 참기름 2큰술, 달걀 2개 부재료 : 진간장 4큰술, 맛술 2큰술, 설탕 2작은술, 녹말물 2큰술, 물 2컵, 소금 약간"
"http://terms.naver.com//entry.nhn?docId=1988884&cid=42785&categoryId=42795
",매실식초," 주재료 : 매실 100g, 흑설탕 3큰술(30g), 식초 3/4컵(150ml)
 부재료 : 막걸리 2큰술(30ml)
"
"http://terms.naver.com//entry.nhn?docId=1990172&cid=42785&categoryId=42798
",등갈비찜구이," 주재료 : 돼지 등갈비 600g, 대파 1대, 마늘 4쪽, 생강 1톨, 된장 1숟가락, 옥수수(삶은 것) 1개, 올리브유(약간)
 부재료 : 간장 4숟가락, 청주 3숟가락, 조청 3숟가락, 설탕 1숟가락, 마늘 4쪽, 생강 1톨, 마른 고추(생략 가능) 1/2개, 사과 1/4개
 재료설명 : 조림장 (간장 4숟가락, 청주 3숟가락, 조청 3숟가락, 설탕 1숟가락, 마늘 4쪽, 생강 1톨, 마른 고추 1/2개, 사과 1/4개)
"
"http://terms.naver.com//entry.nhn?docId=1988421&cid=42785&categoryId=42795
",단호박샐러드," 주재료 : 단호박 1/2개(500g)
 부재료 : 아몬드(슬라이스 된 것) 3큰술(15g), 브로콜리 1/7개(30g), 새싹채소 약간, 사과 1/2개(100g), 마요네즈 1큰술(10g), 머스터드 1/2큰술(5g), 떠먹는 플레인요구르트 1통(80g), 꿀 1큰술(10g), 소금 1/2작은술(2g)
"
"http://terms.naver.com//entry.nhn?docId=1988157&cid=42785&categoryId=42795
",홍합탕," 주재료 : 홍합 1kg, 마늘 4쪽(20g), 대파 10cm(20g), 홍고추 1개(10g), 청양고추 1개(10g)
 부재료 : 소금(소금 약간), 청주 2큰술(30ml), 물 5컵(1L)
"
"http://terms.naver.com//entry.nhn?docId=1991255&cid=42785&categoryId=42788
",큐브참치 주먹밥," 주재료 : 밥 4공기, 맛장 굴 소스 2큰술, 당근 1/2개, 샐러리 2줄기, 김 4장, 식용유 약간
 부재료 : 큐브 참치 2캔, 마요네즈 4큰술, 올리고당 1작은술, 후춧가루 약간
"
"http://terms.naver.com//entry.nhn?docId=1989915&cid=42717&categoryId=42725
",양장피잡채," 주재료 : 양분피 ½장, 오이 50g, 당근 50g, 달걀 1개, 새우살 50g, 불린 해삼 60g, 갑오징어 ¼마리, 돼지등심살 50g
 부재료 : 간장 1ts, 청주 적량, 녹말 적량, 달걀 흰자 적량, 부추 30g, 양파 ½개, 대파 10g, 생강 1쪽, 마늘 2쪽, 목이버섯 5장, 소금 적량, 후추 적량, 간장 적량, 참기름 적량, 조미료 적량, 겨자 1TS, 설탕 2TS, 식초 2TS, 물 1TS, 소금 ½ts, 참기름 ½ts
 재료설명 : 볶음재료 (돼지등심살 50g, 간장 1ts, 청주 적량, 녹말 적량, 달걀 흰자 적량, 부추 30g, 양파 ½개, 대파 10g, 생강 1쪽, 마늘 2쪽, 목이버섯 5장, 소금 적량, 후추 적량, 간장 적량, 참기름 적량, 조미료 적량), 겨자소스 (겨자 1TS, 설탕 2TS, 식초 2TS, 물 1TS, 소금 ½ts, 참기름 ½ts)
"
"http://terms.naver.com//entry.nhn?docId=1989771&cid=42785&categoryId=44169
",감자샐러드샌드위치," 주재료 : 감자 2개, 샌드위치 빵 8쪽
 부재료 : 마요네즈 3큰술, 머스터드 1큰술, 소금(약간), 흰 후춧가루(약간), 땅콩가루 2큰술, 버터 2큰술
"
"http://terms.naver.com//entry.nhn?docId=1988329&cid=42785&categoryId=42795
",김치계란말이," 주재료 : 달걀 4개(200g), 배추김치 1/3컵(60g)
 부재료 : 배추김치 양념(고춧가루 1작은술(2g), 참기름 1작은술(5ml), 검은깨 1/3작은술(1g), 설탕 1/2작은술(2g)), 달걀물 양념(소금(꽃소금 약간), 대파(다진 대파) 2큰술(20g)), 식용유(식용유 약간)
"
"http://terms.naver.com//entry.nhn?docId=1991239&cid=42785&categoryId=42788
",닭가슴살 샌드위치," 주재료 : 크루아상 4개, 감자 2개, 오이 1/2개, 양파 1/4개, 옥수수 콘 4큰술, 닭 가슴살 1캔
 부재료 : 마요네즈 4큰술, 소금 약간, 후춧가루 약간
"
"http://terms.naver.com//entry.nhn?docId=1988221&cid=42785&categoryId=42795
",바지락조개탕," 주재료 : 바지락 235g, 물 2컵(400ml), 소금(굵은소금) 1/2작은술(2g) 부재료 : 대파 10cm(20g), 청양고추 1개(10g), 고추(홍고추) 1/2개(5g), 후춧가루(후춧가루 약간) 재료설명 : 바지락 해감용 (소금) 대체재료 : 바지락 → 모시조개 (개인 기호에 맞춰 다른 조개를 넣어 요리하여도 좋다.)"
"http://terms.naver.com//entry.nhn?docId=1988441&cid=42785&categoryId=42795
",알감자조림," 주재료 : 감자(알감자) 약 18개(500g)
 부재료 : 청양고추 1개(10g), 물 2와 1/2컵(500ml), 다시마 5×5cm 1장, 마른 표고버섯 1개, 물엿 3큰술(30g), 양념 재료(간장 4큰술(60ml), 설탕 1과 1/2큰술(15g), 청주 1큰술(15ml), 참기름(참기름 약간), 통깨(깨 약간))
"
"http://terms.naver.com//entry.nhn?docId=1991471&cid=42785&categoryId=42788
",토마토 카프레제," 주재료 : 토마토 2개, 모차렐라 치즈 1봉지, 바질 잎 12장, 소금 약간, 후춧가루 약간
 부재료 : 올리브유 2큰술, 발사믹 식초 1큰술, 설탕 1작은술, 다진 양파 1큰술, 소금 약간 대체재료 : 발사믹 식초 → 식초
"
"http://terms.naver.com//entry.nhn?docId=1989278&cid=42785&categoryId=44169
",팽이버섯베이컨볶음," 주재료 : 팽이버섯 1봉지, 베이컨 4줄
 부재료 : 실파(송송 썬 실파) 1큰술, 실고추(약간), 통깨(약간), 소금(약간), 후춧가루(약간), 굴소스 1작은술, 맛술 1작은술, 두반장 ½작은술, 마늘(다진 마늘) ½작은술
"
"http://terms.naver.com//entry.nhn?docId=1992379&cid=42785&categoryId=42794
",오징어 미나리무침," 주재료 : 오징어 2마리, 미나리 200g, 양파 1/2개, 당근 50g, 통깨(약간)
 부재료 : 고추장 2큰술, 고춧가루 2/3큰술, 다진 마늘 1큰술, 다진 파 1/2큰술, 식초 2큰술, 설탕 1 1/2큰술, 소금(적당량)
 재료설명 : 양념 (고추장 2큰술, 고춧가루 2/3큰술, 다진 마늘 1큰술, 다진 파 1/2큰술, 식초 2큰술, 설탕 1 1/2큰술, 소금)
"
"http://terms.naver.com//entry.nhn?docId=1991115&cid=42785&categoryId=42792
",파래 새우전," 주재료 : 파래 100g, 새우살 2컵, 홍고추 1개, 부침가루 2컵, 소금 1/3작은술, 물 1 1/2컵, 식용유 약간
 부재료 : 간장 2큰술, 식초 2큰술, 물 2큰술, 설탕 2작은술
 재료설명 : 초간장 (간장 2큰술, 식초 2큰술, 물 2큰술, 설탕 2작은술)
"
"http://terms.naver.com//entry.nhn?docId=1988777&cid=42785&categoryId=42787
",육개장," 주재료 : 쇠고기(양지머리) 600g, 무 200g, 숙주나물 2줌(100g), 토란대 100g 부재료 : 대파 10cm 4개(80g), 물 15컵(3L), 양념 재료(고춧가루(굵은 고춧가루) 3큰술(30g), 참기름 1/2큰술(7ml), 소금 1/2큰술(5g), 재래간장 2큰술(30ml), 대파(다진 대파) 1큰술(10g), 마늘(다진 마늘) 1과 1/2큰술(15g), 후춧가루(약간))"
"http://terms.naver.com//entry.nhn?docId=1988499&cid=42785&categoryId=42795
",부추겉절이," 주재료 : 부추 2줌(100g), 까나리액젓 1/2큰술(7ml)
 부재료 : 고춧가루 1큰술(5g), 마늘(다진 마늘) 1작은술(3g), 생강(다진 생강) 1/3작은술(1g), 통깨(깨 약간)
 대체재료 : 까나리액젓 → 멸치액젓 (기호에 따라 액젓의 종류는 바꾸어도 좋다.)
"
"http://terms.naver.com//entry.nhn?docId=1990878&cid=42785&categoryId=42792
",간장게장," 주재료 : 꽃게(알 밴것으로) 1kg, 물 3 1/2컵, 다시마 3장, 국물용 멸치 10개, 레몬 1개, 청양고추 5개
 부재료 : 고추(말린 것) 6개, 진간장 3컵, 국간장 4큰술, 맛술 1컵, 마늘 6쪽, 통후추 1큰술, 생강 1쪽, 참기름 약간
 재료설명 : 양념간장 (고추 6개, 진간장 3컵, 국간장 4큰술, 맛술 1컵, 마늘 6쪽, 통후추 1큰술, 생강 1쪽, 참기름 약간)
"
"http://terms.naver.com//entry.nhn?docId=1990120&cid=42785&categoryId=42798
",시금치들깨수제비," 주재료 : 시금치 1/4단, 감자 1개, 애호박 1/2개, 대파 1/2대, 국간장(약간), 소금(약간)
 부재료 : 시금치 1/4단, 물 1/2컵, 물 6컵, 다시마(5×5㎝ 크기) 3조각, 국물 멸치 15마리, 우리 밀가루 2컵, 소금(약간), 시금치즙(적당량), 들깨 1컵, 불린 찹쌀 4숟가락, 육수 2컵
 재료설명 : 시금치즙 (시금치 1/4단, 물 1/2컵), 육수 (물 6컵, 다시마 3조각, 국물 멸치 15마리), 수제비 반죽 (우리 밀가루 2컵, 소금, 시금치즙), 들깨즙 (들깨 1컵, 불린 찹쌀 4숟가락, 육수 2컵)
"
"http://terms.naver.com//entry.nhn?docId=1988502&cid=42785&categoryId=42795
",매운탕," 주재료 : 대구 1마리(500g), 곤이 80g
 부재료 : 배추 2장(50g), 대파 10cm(20g), 팽이버섯 20g, 무 60g, 두부 100g, 느타리버섯 1줌(50g), 표고버섯 1개(25g), 쑥갓 1/2줌(25g), 홍고추 1개(10g), 다시마 국물(물 6컵(1.2L), 다시마 10×10cm(8g), 건표고버섯 2장(6g), 국물용 멸치 15마리(15g)), 양념(고추장 1큰술(15g), 고춧가루 4큰술(20g), 청양고추 1개(10g), 마늘(다진 마늘) 1큰술(10g), 된장 1작은술(5g), 간장 1큰술(15ml), 청주 2큰술(30ml), 소금 약간)
"
"http://terms.naver.com//entry.nhn?docId=1991182&cid=42785&categoryId=42788
",감자 연어구이," 주재료 : 연어(스테이크용) 4조각, 감자 3개, 레몬 1/2개, 레몬즙 2큰술, 대파 1/2대, 소금 약간, 후춧가루 약간, 버터 1큰술, 로즈메리 1줄기
 부재료 : 마요네즈 1컵, 다진 양파 1/2개, 홀그레인 머스터드(씨겨자) 4큰술
"
"http://terms.naver.com//entry.nhn?docId=1989944&cid=42717&categoryId=42725
",도미조림," 주재료 : 도미 1마리
 부재료 : 우엉 40g, 죽순 30g, 꽈리고추 30g, 생강 20g, 청주 5TS, 간장 5TS, 설탕 5TS, 물 1.5C
 재료설명 : 조림간장 (청주 5TS, 간장 5TS, 설탕 5TS, 물 1.5C)
"
"http://terms.naver.com//entry.nhn?docId=1992691&cid=42785&categoryId=42794
",아보카도롤," 주재료 : 흰 밥(쌀 2컵+물 2컵), 아보카도 1개, 오이 1/2개, 게맛살 100g, 마요네즈 40g, 김 4장, 날치알(적당량)
 부재료 : 식초 3큰술, 설탕 2큰술, 소금 1큰술, 레몬즙(약간)
 재료설명 : 단촛물 (식초 3큰술, 설탕 2큰술, 소금 1큰술, 레몬즙)
"
"http://terms.naver.com//entry.nhn?docId=1989647&cid=42785&categoryId=44169
",쿨스파게티," 주재료 : 스파게티 250g, 쇠고기(다진 쇠고기) 200g
 부재료 : 방울토마토 8개, 당근 ¼개, 양파 ½개, 월계수잎 2장, 소금(약간), 후춧가루(약간), 물 ½컵, 토마토케첩 3큰술, 실파(송송 썬 실파) 3큰술, 올리브오일 3큰술, 마늘(다진 마늘) 1작은술
"
"http://terms.naver.com//entry.nhn?docId=1991292&cid=42785&categoryId=42788
",딸기잼 치즈 프랜치토스트," 주재료 : 식빵 8장, 딸기잼 3/4컵, 치즈 4장, 슬라이스 햄 8장, 슈거 파우더 적당량, 시나몬 가루 적당량
 부재료 : 우유 1/2컵, 생크림 1컵, 설탕 1/2큰술, 달걀 2개
"
"http://terms.naver.com//entry.nhn?docId=1992030&cid=42785&categoryId=42794
",김치 고기찜," 주재료 : 김치 줄기 200g, 다진 쇠고기 100g, 다진 돼지고기 100g, 풋고추 1개, 붉은 고추 1개, 소금 1작은술, 청주 1/2큰술, 후춧가루(약간)
 부재료 : 물 1컵, 간장 1작은술, 굴소스 1/2큰술, 청주 1큰술, 소금(약간), 물전분(녹말 1큰술+물 1큰술)
 재료설명 : 소스 (물 1컵, 간장 1작은술, 굴소스 1/2큰술, 청주 1큰술, 소금, 물전분)
"
"http://terms.naver.com//entry.nhn?docId=1990128&cid=42785&categoryId=42798
",오징어무말랭이," 주재료 : 마른 오징어 1마리, 무말랭이(50g) 1컵
 부재료 : 간장 2숟가락, 조청 1숟가락, 설탕 0.5숟가락, 고춧가루 0.5숟가락, 다진 마늘 0.5숟가락, 다진 파 0.5숟가락, 통깨(약간)
 재료설명 : 양념장 (간장 2숟가락, 조청 1숟가락, 설탕 0.5숟가락, 고춧가루 0.5숟가락, 다진 마늘 0.5숟가락, 다진 파 0.5숟가락, 통깨)
"
"http://terms.naver.com//entry.nhn?docId=1992418&cid=42785&categoryId=42794
",야채 만두," 주재료 : 마른 표고버섯 5개, 목이버섯 5g, 부추 50g, 셀러리 40g, 양파 1/2개, 당근 30g, 다진 마늘 1/2큰술, 소금 1/2작은술, 청경채 4포기, 붉은 고추 1개, 양파 1/2개, 마늘 1쪽, 라이스페이퍼 30장, 후춧가루(약간), 식용유(약간)
 부재료 : 간장 1/2큰술, 청주 1큰술, 굴소스 1작은술, 물 1컵, 녹말물(녹말물 1큰술씩), 참기름(약간), 소금(약간), 후춧가루(약간)
 재료설명 : 양념 (간장 1/2큰술, 청주 1큰술, 굴소스 1작은술, 물 1컵, 녹말물, 참기름, 소금, 후춧가루)
"
"http://terms.naver.com//entry.nhn?docId=1988707&cid=42785&categoryId=42787
",배춧국," 주재료 : 배추 4장(200g), 쇠고기(양지머리) 100g
 부재료 : 홍고추 1개(10g), 된장 2큰술(30g), 마늘 1큰술(10g), 대파(다진 대파) 2큰술(20g), 멸치국물 2컵(400ml), 쌀뜨물 1컵(200ml)
"
"http://terms.naver.com//entry.nhn?docId=1988702&cid=42785&categoryId=42787
",냉이된장국," 주재료 : 냉이 10줌(200g), 조갯살 100g
 부재료 : 콩가루(날콩가루) 1큰술(10g), 대파(다진 파) 1큰술(10g), 마늘(다진 마늘) 1/2큰술(5g), 소금(고운소금) 1/2큰술(5g), 멸치국물 6컵(1200ml)
"
"http://terms.naver.com//entry.nhn?docId=1988774&cid=42785&categoryId=42787
",청국장찌개," 주재료 : 청국장 8큰술(120g)
 부재료 : 쇠고기 50g, 두부 250g, 배추김치 200g, 풋고추 2개(20g), 쌀뜨물 3컵(600ml), 대파(다진 대파) 1큰술(10g), 마늘(다진 마늘) 1큰술(10g), 고춧가루 1큰술(5g), 소금(소금 약간)
"
"http://terms.naver.com//entry.nhn?docId=1990897&cid=42785&categoryId=42792
",곤드레나물밥," 주재료 : 곤드레(불린 것) 30g, 멥쌀 1컵, 찹쌀 1/4컵, 물 2컵, 대추 3개, 은행 10알, 밤(깐 것) 5톨, 잣 10알, 식용유 약간
 부재료 : 실파(다진 것) 4큰술, 간장 3큰술, 물 1큰술, 식초 1큰술, 설탕 1/2큰술, 깨 1/2큰술, 참기름 1작은술, 후춧가루 약간
 재료설명 : 양념간장 (실파 4큰술, 간장 3큰술, 물 1큰술, 식초 1큰술, 설탕 1/2큰술, 깨 1/2큰술, 참기름 1작은술, 후춧가루 약간)
"
"http://terms.naver.com//entry.nhn?docId=1992175&cid=42785&categoryId=42794
",와인 삼겹살찜," 주재료 : 돼지고기(삼겹살) 200g, 파채(약간), 양겨자(약간), 대파 1/2대, 마늘 3쪽, 생강 2톨
 부재료 : 육수 1컵, 간장 1큰술, 맛술 2큰술, 레드 와인 3큰술, 물엿 2큰술
 재료설명 : 소스 (육수 1컵, 간장 1큰술, 맛술 2큰술, 레드 와인 3큰술, 물엿 2큰술)
"
"http://terms.naver.com//entry.nhn?docId=1990233&cid=42785&categoryId=42799
",메밀전병," 주재료 : 다진 돼지고기 150g, 다진 마늘 1작은술, 다진 생강 1/2작은술, 청주 1큰술, 소금(조금) 조금, 후춧가루(조금) 조금, 포도씨유(적당량) 부재료 : 메밀가루 2컵, 물 2컵, 두부 1/2모, 송송 썬 배추김치 2/3컵, 숙주나물 1줌, 부추 30g, 다진 마늘 1작은술, 간장 2큰술, 소금(조금) 조금, 후춧가루(조금) 조금, 참기름(조금) 조금 재료설명 : 메밀반죽 (메밀가루 2컵, 물 2컵), 소 (두부 1/2모, 송송 썬 배추김치 2/3컵, 숙주나물 1줌, 부추 30g, 다진 마늘 1작은술, 간장 2큰술, 소금 조금, 후춧가루 조금, 참기름 조금)"
"http://terms.naver.com//entry.nhn?docId=1988910&cid=42785&categoryId=44169
",두부파프리카볶음," 주재료 : 두부 ½모, 노랑 파프리카 ½개, 주황 파프리카 ½개, 표고버섯 3장, 양파 ¼개
 부재료 : 소금(약간), 된장 1큰술, 다시마(우린 물) 1컵, 물녹말 2큰술, 설탕 ½작은술, 맛술 1작은술, 참기름 1작은술
 재료설명 : 된장소스 (소금, 된장 1큰술, 다시마 1컵, 물녹말 2큰술, 설탕 ½작은술, 맛술 1작은술, 참기름 1작은술)
"
"http://terms.naver.com//entry.nhn?docId=1991265&cid=42785&categoryId=42788
",돼지고기 완자전," 주재료 : 돼지고기(안심) 300g, 두부 1/4모, 당근 1/4개, 양파 1/2개, 계란 2개, 밀가루 3큰술, 식용유 적당량
 부재료 : 다진 마늘 1작은술, 다진 파 1작은술, 생강즙 1작은술, 참기름 1작은술, 깨소금 1작은술, 소금 약간, 후춧가루 약간
"
"http://terms.naver.com//entry.nhn?docId=1992121&cid=42785&categoryId=42794
",코다리 불고기구이," 주재료 : 코다리 4마리, 소금(약간), 후춧가루(약간)
 부재료 : 간장 2큰술, 설탕 1큰술, 맛술 1/2큰술, 다진 파 2큰술, 다진 마늘 1큰술, 통깨 1큰술, 참기름 1/2큰술, 후춧가루(약간)
 재료설명 : 양념장 (간장 2큰술, 설탕 1큰술, 맛술 1/2큰술, 다진 파 2큰술, 다진 마늘 1큰술, 통깨 1큰술, 참기름 1/2큰술, 후춧가루)
"
"http://terms.naver.com//entry.nhn?docId=1988160&cid=42785&categoryId=42795
",참치김밥," 주재료 : 참다랑어(참치 통조림) 1캔(100g), 밥 3공기(600g)
 부재료 : 게맛살(게맛살) 3줄(60g), 시금치 2줌(100g), 달걀 2개(100g), 당근 1/3개(70g), 단무지(김밥용 단무지) 3줄(30g), 깻잎 6장(12g), 마요네즈 3큰술(30g), 설탕 1작은술(3g), 소금 2/3큰술(7g), 참기름 2큰술(30ml), 깨(깨 약간), 소금(소금 약간), 참기름(참기름 약간)
"
"http://terms.naver.com//entry.nhn?docId=1990987&cid=42785&categoryId=42792
",바지락 순두부찌개," 주재료 : 순두부 2봉지, 바지락 2봉지, 돼지고기 150g, 대파 1/2대, 달걀 노른자 2개, 멸치육수 1컵, 굵은 소금 적당량
 부재료 : 고춧가루 2큰술, 참기름 2큰술, 파(다진 것) 2큰술, 마늘(다진 것) 1큰술, 청주 1/2큰술, 소금 1/2큰술
 재료설명 : 양념장 (고춧가루 2큰술, 참기름 2큰술, 파 2큰술, 마늘 1큰술, 청주 1/2큰술, 소금 1/2큰술)
"
"http://terms.naver.com//entry.nhn?docId=1988692&cid=42785&categoryId=42787
",도라지나물," 주재료 : 도라지 200g
 부재료 : 풋고추 1개(10g), 마늘 1/2큰술(5g), 대파 1큰술(10g), 소금 1/2작은술(2g), 참기름 1/2큰술(7ml), 식용유 1큰술(15ml), 깨소금 약간
"
"http://terms.naver.com//entry.nhn?docId=1991222&cid=42785&categoryId=42788
",깐쇼새우," 주재료 : 새우 20마리, 녹말 가루 2큰술, 계란 흰자 1개, 당근 1/3개, 양파 1/2개, 피망 1/2개, 홍 고추 1개, 마늘 2쪽, 생강 1톨, 소금 약간, 후춧가루 약간, 식용유 적당량
 부재료 : 토마토 케첩 3큰술, 두반장 1큰술, 청주 1큰술, 설탕 2큰술, 녹말 물 1/3컵, 물 2/3컵
"
"http://terms.naver.com//entry.nhn?docId=1991475&cid=42785&categoryId=42788
",통감자 치즈구이," 주재료 : 감자 4개, 슬라이스 치즈 4장, 버터 2큰술, 베이컨 2장, 샤워크림 4큰술
 부재료 : 파슬리 가루 약간, 소금 약간
"
"http://terms.naver.com//entry.nhn?docId=1988743&cid=42785&categoryId=42787
",부추무침," 주재료 : 부추 3줌(150g)
 부재료 : 통깨 1작은술(3g), 양념(간장 1/2큰술(7ml), 고춧가루 1큰술(5g), 마늘(다진 마늘) 1/2큰술(5g), 대파(다진 파) 1/2큰술(5g), 멸치액젓 1작은술(3g), 참기름 1큰술(15ml))
"
